語詞,解釋
草莓,植物名。薔薇科草莓屬，多年生草本。全株被絨毛，葉根生叢出，有長柄，著生三片邊緣有缺刻的小葉。花白色，綴成疏聚繖（ㄙㄢˇ）花序。果實亦稱為「草莓」，肉質多汁，味道酸甜。　◎
客廳,用來接待賓客的場所。[例]媽媽插了盆花，擺在客廳的大桌上。
前額,額頭。[例]爸爸在烈日下修剪花木，前額早已布滿了汗珠。
灌醉,勉強別人喝酒以致於酒醉。
原諒,寬恕諒解。[例]老師原諒我的無禮，使我感激不已。
雙脣,上、下嘴脣。[例]他凍得雙脣發紫，全身顫抖。
乞求,懇求、請求。[例]他為遲到一事再三的乞求朋友諒解。
神采煥發,精神充足，光采照人。《元史．卷一七二．趙孟頫傳》：「孟頫才氣英邁，神采煥發。」
雪橇,1.利用長條形平滑板塊在雪地上滑行的無輪交通工具。古代多由狗或鹿等動物拉動，現有以機械帶動的。[例]據說，聖誕老公公在聖誕夜會駕著雪橇挨家挨戶分送禮物。　△冰橇、雪車　◎
迴盪,迴旋飄浮。[例]她嘹亮的歌聲在空曠的教室中迴盪。
訝異,覺得意外，難以相信。[例]他的成績進步神速，真令人訝異！
臉頰,臉的兩邊。[例]她一提起傷心的往事，兩行熱淚頓時沿著臉頰流下來。
蓬勃,茂盛繁榮的樣子。[例]蓬勃發展、朝氣蓬勃
家庭醫師,照顧家庭各成員健康的第一線醫師。通常由社區中開業的全科醫師，或衛生機構的醫師來擔當。
嚴肅,1.態度嚴正莊重。[例]他神色嚴肅的訓誡犯錯的學生。
薔薇,植物名。薔薇科薔薇屬，常綠或落葉灌木。枝幹多刺，葉為奇數羽狀複葉，邊緣有鋸齒。花朵為兩性花，有紅、白、黃等色，富有香氣。可作觀賞用，亦可加工製作薔薇油和薔薇露。[例]薔薇的葉片平滑，花小而多，和玫瑰不同，兩者極易區別。　△買笑　◎
包括,包含、涵蓋。[例]包括五院院長在內，均出席了這次會議。
螞蟻,泛指節肢動物門昆蟲綱膜翅目蟻科的動物。體小、長形，黑或褐色，觸角長，有一對複眼。行團體社會生活，有蟻后、工蟻、兵蟻之分。[例]老師要我們效法螞蟻勤勞、團結的精神。
儘管,1.不用考慮其他因素或加以節制，隨意去做。[例]大家儘管吃，別客氣。
島嶼,四周被水圍繞的小面積陸地。[例]時至今日，地球上仍有許多尚未開發的無人島嶼。
獨立,1.獨自站立。[例]一盞孤燈，獨立街頭。
心馳神往,心神專注、嚮往於事物上。[例]這部愛情文藝小說的情節，讓她非常心馳神往。
輾轉,1.間接的。[例]這個消息是輾轉從別人那裡聽來的，不知是否真確？
櫛比鱗次,比喻緊密的連接排列。[例]大都會裡高樓大廈櫛比鱗次，好似一座水泥叢林。
錢幣,錢。多指金屬貨幣。[例]他收藏了許多古代的錢幣。
村莊,鄉民聚集居住的地方。[例]這村莊還保有許多舊式建築，十分難得。
瀕危,接近危險的境地。多指人病危將死，或物種即將滅絕。[例]病重瀕危、瀕危物種
撒旦,基督教中稱魔鬼為「撒旦」，原指反抗上帝而誘人犯罪的惡魔，他是善的仇敵，是上帝和人類的敵對者。§英satan[例]在基督教裡，撒旦是魔鬼的化身，是黑暗的代表。
掠食者,捕食他種生物而藉以生存的動物。[例]獅子是非洲草原上的凶猛掠食者。
覓食,尋找食物。[例]許多小鳥吱吱喳喳地在花園裡四處覓食。
紳士,舊時多指地主或退職的官員。現泛指地方上有聲望的人或是舉止斯文有禮的人。[例]他溫文儒雅的紳士風度，吸引許多異性的愛慕。
迷濛,形容景物朦朧不清。[例]細雨霏霏，景物迷濛。
高亢,態度高傲亢直或聲調、情緒高昂激動。[例]歌聲高亢、情緒高亢、性格高亢
凌駕,超越、勝過。[例]我國在經濟方面的成就，早已凌駕世界上先進國家之上。
岌岌可危,形容非常危險。[例]這棟古屋在地震之後出現多處裂縫，隨時都有倒塌的可能，情況岌岌可危。
遺址,古代人類活動的地方。由此挖掘出來的古物和化石可供考古學家研究人類發展的歷史。如周口店遺址、半坡遺址等。
屏息,抑止呼吸，止住聲息。[例]屏息靜觀
秘魯,國名。位於南美洲西部。參見「秘魯共和國」條。
璀璨,光采鮮明的樣子。[例]不怕萬難，努力向上，必有璀璨的前程。
愜意,滿意、舒適。[例]他近來事事順利，日子過得十分愜意。
振奮,振作奮發。[例]聽到本班獲得音樂比賽冠軍，大家都振奮不已。
氛圍,周圍的氣氛和情調。[例]這家餐廳經常舉辦親子活動，讓用餐環境洋溢著歡樂喜悅的氛圍。
井然有序,條理分明而有秩序。[例]他精明能幹，凡事都能料理得井然有序。
澎湃,1.波濤互相衝擊的聲音或氣勢。[例]波濤澎湃、洶湧澎湃
堆砌,1.將物體層疊累積。[例]這是小弟用積木堆砌起來的城堡。
梯田,山坡上呈階梯狀的田地。階與階之間以矮埂相隔，有利於耕作及蓄水。[例]從飛機窗口望出去，山谷間的梯田構成一幅美麗的幾何圖案。
玄妙,深奧微妙。[例]自然界中仍有許多玄妙的事情，是現今科學無法解釋的。
回眸,回過頭看。[例]回眸一笑
瑞士,國名。位於歐洲中部，為一永久中立國。參見「瑞士聯邦」條。
名列前茅,前茅，古代行軍打仗時，前行兵士所拿作為旗幟的茅草。名列前茅比喻名次排在前面。[例]張同學非常優秀，各項成績在班上總是名列前茅。
唯一,獨一無二。[例]小英是本班唯一得到全勤獎的畢業生。
爆發,1.火山內部岩漿突然衝破地殼，向四方迸出。[例]火山爆發
供應,供給需要的錢財或物品。[例]這次的研習活動，主辦單位將免費供應午餐。
政府,唐宋時稱宰相處理政務的地方。現為國家統治機關的總稱，為近代國家構成要素之一。凡具有制定法律及執行法律之權力的政治組織，稱為「政府」。[例]有廉能的政府，才有公平與安定的社會。
收購,收買購置。[例]他到處收購土地，準備興建住宅，出售圖利。
騎士,1.乘馬的兵士。
駕駛,1.操控車船、飛機等交通工具。[例]他花了兩個月的時間才學會駕駛汽車。
冰箱,→電冰箱
嬉戲,遊戲玩耍。[例]讓小孩在街道上嬉戲是很危險的事。
乒乓球,1.→桌球
輕鬆自在,愉快適意。[例]問題解決後，他的心情感到無比的輕鬆自在。
護欄,設置於路邊、河岸等地的鐵柵或水泥柱等實體物。目的在防止超出範圍，發生危險。
蕭蕭,狀聲詞：(1) 形容馬鳴聲。[例]揮手自茲去，蕭蕭班馬鳴。（唐．李白〈送友人〉詩）　(2) 形容風聲。[例]風蕭蕭兮易水寒，壯士一去兮不復還。（《史記．卷八十六．刺客傳．荊軻傳》）　(3) 形容落葉聲。[例]無邊落木蕭蕭下，不盡長江袞袞來。（唐．杜甫〈登高〉詩）
清澈,澄淨透明。[例]那條溪清澈得可以看見水中的魚兒游來游去。
辭別,辭行、告別。[例]他跟我們辭別後，就坐上汽車往機場去了。
橫臥,平躺。如：「他開門一看，赫然發現一個醉漢，橫臥在地板上。」
行蹤,出現或來去的蹤跡。[例]小王的行蹤飄忽不定，恐怕不容易找到他。
重逢,再度相逢。[例]久別重逢、異地重逢
抒發,表達、發洩。[例]適當的抒發情緒，有助於身心健康。
漂泊,比喻生活不固定，居無定所。[例]他長年漂泊海外，很少回家。
餘暉,夕照。[例]落日的餘暉將天空映照得滿天霞紅。
真摯,真實誠懇。[例]真摯的友誼是歷久彌堅的。
情誼,人與人之間彼此關愛的情感。[例]他們多年來相互扶持，情誼深厚。
靠攏,靠近、聚攏。[例]做完體操後，兩旁的隊伍向中央靠攏，方便教練講解比賽規則。
笨拙,反應遲鈍、不靈巧。[例]我雙手笨拙，不善繡花。
疲憊,極為疲勞困倦。[例]走了三天的山路，所有的隊員都已疲憊不堪。
鈔票,紙幣。[例]媽媽從皮包裡取出一疊鈔票來付款。
包裹,1.行李。[例]她收拾一下包裹，頭也不回的走了。
巡視,巡行視察。[例]農夫每天都會到田裡巡視稻苗生長的情形。
甦醒,從昏迷中醒過來。[例]經過醫生的急救處理，休克的傷患總算甦醒了過來。
豎立,物體垂直地面立起來。[例]那條道路兩旁豎立著許多電線桿。
媒體,傳播資料訊息的工具。如電視、廣播、報章雜誌等。[例]政府常利用各種媒體進行政策宣導。
沸騰,1.液體加熱至一定的溫度時，發生上湧汽化的現象。[例]國人習慣飲用加熱沸騰過的水。
宛如,彷彿。[例]陣陣寒風吹在身上，宛如針刺刀割。
扶疏,枝葉繁茂，四處伸展的樣子。[例]公園中花木扶疏，綠意盎然，是個休憩的好地方。
鳳凰木,植物名。蘇木科鳳凰木屬，落葉中喬木。二回羽狀複葉，花序繖（ㄙㄢˇ）房狀，夏季盛開，花瓣五片，焰紅色，雄蕊十枚，莢果扁平、木質。主供觀賞，為極佳的行道樹及庭園樹，木材亦可供為薪炭之用。
山巔,山的頂端。[例]清晨太陽露出山巔，光芒四射，照亮大地。
戀戀不捨,十分留戀，捨不得離開。[例]畢業前夕，全班同學都顯得戀戀不捨、離情依依。
綠蔭,樹蔭。[例]烈日當空，兩、三個農夫正在濃密的綠蔭下乘涼、休息。
紡車,舊時稱有輪可轉動的紡紗器具。《紅樓夢》第一五回：「一面說，一面又至一間房前，只見炕上有個紡車。」
經緯,1.編織物品的直線與橫線。[例]織布機上的梭子是用來穿織布匹的經緯。
纖纖,形容細長。[例]纖纖玉手
裊裊,1.縈迴繚繞、搖曳不定的樣子。[例]輕煙裊裊
袖珍,形容小型的或小巧的。[例]袖珍本、袖珍字典、袖珍收音機
工廠,將原料或半成品製成成品的地方。[例]鐵工廠、紡織工廠
喜孜孜,歡喜的樣子。[例]他喜孜孜的說著這次得獎的趣事。
猶在,還存在。[例]青山猶在，綠水長流。
光陰,時間。[例]一寸光陰一寸金，寸金難買寸光陰。
飛逝,快速消逝。[例]時光飛逝，昔日的小女孩如今已成為亭亭玉立的淑女了。
雀斑,因日晒或遺傳等所引起的局部色素沉澱，呈現於人體皮膚上的褐色細點。
閣樓,建築於屋內的夾層矮樓。[例]她將閣樓闢為儲藏室，收放一些不常用的家具。
匱乏,貧乏。[例]我國經濟發達，民生物質不虞匱乏。
舊書攤,買賣過期的書報雜誌的店鋪或攤子。[例]他閒來無事時喜歡逛逛舊書攤挖寶貝。
冥冥之中,人無法預測、理解、控制的狀況。[例]我們的姻緣冥冥之中似乎早已注定。
帳篷,可拆卸自由搬運的組合式住宅。由支架及可折疊的皮革、布、塑膠等組合而成，除用於遊牧、狩獵外，亦應用在露營登山、馬戲團等。[例]帳篷是游牧民族逐水草而居的必要配備。
徒步,步行。
籌備,事先預備計劃。[例]經過幾年的籌備，這家公司終於開張了。
埡口,狹窄的山口。[例]根據山友的經驗，許多高山埡口都是容易形成雲海的地方。
山脈,山巒相連並依一定方向起伏延伸，狀似脈絡而成系統的山群。[例]崑崙山脈、陰山山脈、中央山脈
紮營,屯駐營寨。[例]這塊空地背山面水，非常適合紮營。
窸窸窣窣,擬聲詞。摹擬斷續的細碎聲音。如：「風一來，堤岸蘆葦就發出窸窸窣窣的聲音。」
背誦,熟記文句後能不看文句就能誦讀。[例]老師要同學背誦這篇文章。
宇宙,時間與空間的總稱，即天地。[例]宇宙萬物十分奧妙，值得我們去探索。
浩瀚,1.水勢盛大的樣子。[例]看到大海的浩瀚，令人更加感到自己的渺小。
瞻前顧後,1.指做事謹慎周密，能夠首尾兼顧。[例]想把活動辦好，就必須設想周到、瞻前顧後，這樣在面對突發狀況時才不致無法應付。
汲取,吸取、吸收。[例]陳老先生不斷的汲取新知，好學不倦的精神不輸給年輕人。
富庶,物資豐富，人口眾多。[例]全民同心齊力的奮鬥使國家富庶，人民生活水準提高。
鍥而不捨,比喻有恆心、毅力，堅持到底。[例]經警方鍥而不捨的追查，真凶終於找出了。
嶄新,全新、極新。[例]他開了一部嶄新的轎車，引來許多羨慕的眼光。
一輩子,一生、一世。[例]他將一輩子都奉獻教育，培育了許多傑出的人才。
構築,建造修築。[例]軍方在邊境構築了許多防禦堡壘，以確保國家的安全。
諺語,民間流傳的俗語。句形簡短、音調和諧。如「聰明一世，糊塗一時」。[例]諺語雖是精簡的句子，但卻是古人長遠累積的智慧。
羊羹,一種用豆沙、麵粉及糖等材料做成的甜食。[例]媽媽準備了親手做的紅豆羊羹，來款待賓客。
公斤,量詞。計算重量的單位。公制一公斤等於1000公克。　△斤
全神貫注,將心思和精神完全集中在某事物上。[例]他全神貫注的聆聽音樂，連門鈴響了也不知道。
拓展,開拓發展。[例]拓展業務、拓展國民外交
恭喜,向人表示慶賀之敬詞。[例]恭喜你考上研究所。
荊棘,1.叢生而多刺的灌木。[例]登山隊用柴刀劈開擋住去路的荊棘之後，才繼續前進。
